time,G(i),H_sun,T2m,WS10m,,Price
20160411:1811,0,0,7.63,5.03,11/4/2016,22.39
20160411:1911,0,0,6.79,4.94,11/4/2016,22.45
20160411:2011,0,0,5.94,4.84,11/4/2016,22.63
20160411:2111,0,0,5.09,4.74,11/4/2016,22.37
20160411:2211,0,0,4.91,4.58,11/4/2016,21.83
20160411:2311,0,0,4.72,4.42,11/4/2016,21.17
20160412:0011,0,0,4.54,4.26,12/4/2016,20.74
20160412:0111,0,0,4.44,4.44,12/4/2016,20.42
20160412:0211,0,0,4.35,4.62,12/4/2016,20.37
20160412:0311,0,0,4.26,4.8,12/4/2016,20.37
20160412:0411,0,0,4.53,5.03,12/4/2016,20.65
20160412:0511,25.12,5.34,4.81,5.27,12/4/2016,21.45
20160412:0611,183.14,13.57,5.08,5.5,12/4/2016,22.25
20160412:0711,414.8,21.64,6.19,5.62,12/4/2016,23.39
20160412:0811,637.48,29.1,7.3,5.74,12/4/2016,24.99
20160412:0911,731.33,35.41,8.4,5.86,12/4/2016,24.49
20160412:1011,661.85,39.91,8.77,5.82,12/4/2016,22.93
20160412:1111,395.16,41.97,9.14,5.78,12/4/2016,22.62
20160412:1211,158.09,41.21,9.51,5.74,12/4/2016,22.44
20160412:1311,104.79,37.78,9.57,5.7,12/4/2016,22.41
20160412:1411,66.85,32.23,9.63,5.66,12/4/2016,22.32
20160412:1511,121.67,25.23,9.69,5.63,12/4/2016,22.21
20160412:1611,41.55,17.38,9.09,5.43,12/4/2016,22.14
20160412:1711,44.99,9.18,8.48,5.22,12/4/2016,22.25
20160412:1811,0,0,7.88,5.02,12/4/2016,22.3
20160412:1911,0,0,7.38,4.91,12/4/2016,22.44
20160412:2011,0,0,6.88,4.81,12/4/2016,22.57
20160412:2111,0,0,6.37,4.7,12/4/2016,22.5
20160412:2211,0,0,6.35,4.58,12/4/2016,22.05
20160412:2311,0,0,6.33,4.46,12/4/2016,21.54
20160413:0011,0,0,6.31,4.33,13-04-2016,21.76
20160413:0111,0,0,5.73,4.26,13-04-2016,21.26
20160413:0211,0,0,5.15,4.18,13-04-2016,21.2
20160413:0311,0,0,4.57,4.11,13-04-2016,21.28
20160413:0411,0,0,4.8,3.9,13-04-2016,21.7
20160413:0511,23.44,5.68,5.02,3.7,13-04-2016,22.26
20160413:0611,85.66,13.91,5.25,3.49,13-04-2016,22.99
20160413:0711,102.54,21.98,6.4,3.17,13-04-2016,27.59
20160413:0811,421.18,29.45,7.55,2.86,13-04-2016,34.94
20160413:0911,308.06,35.77,8.69,2.54,13-04-2016,32.14
20160413:1011,227.05,40.28,9.26,2.72,13-04-2016,28.73
20160413:1111,327.29,42.33,9.82,2.9,13-04-2016,26.76
20160413:1211,136.41,41.56,10.39,3.08,13-04-2016,25.05
20160413:1311,330.71,38.1,10.69,3.17,13-04-2016,24.55
20160413:1411,348.58,32.53,10.99,3.26,13-04-2016,24.22
20160413:1511,293.78,25.51,11.29,3.35,13-04-2016,23.33
20160413:1611,195.1,17.65,10.36,3.3,13-04-2016,23.08
20160413:1711,63.48,9.44,9.44,3.25,13-04-2016,23.48
20160413:1811,0,0,8.52,3.2,13-04-2016,23.55
20160413:1911,0,0,7.43,3.14,13-04-2016,23.55
20160413:2011,0,0,6.34,3.07,13-04-2016,23.83
20160413:2111,0,0,5.25,3.01,13-04-2016,23.48
20160413:2211,0,0,5.32,2.87,13-04-2016,22.94
20160413:2311,0,0,5.4,2.74,13-04-2016,22.5
20160414:0011,0,0,5.47,2.61,14-04-2016,21.84
20160414:0111,0,0,5.15,2.33,14-04-2016,21.4
20160414:0211,0,0,4.83,2.05,14-04-2016,21.18
20160414:0311,0,0,4.52,1.77,14-04-2016,20.94
20160414:0411,0,0,4.57,1.66,14-04-2016,21.06
20160414:0511,9.21,6.02,4.61,1.54,14-04-2016,21.74
20160414:0611,15.36,14.25,4.66,1.43,14-04-2016,23.58
20160414:0711,65.04,22.32,6.42,1.4,14-04-2016,31.27
20160414:0811,127.37,29.8,8.18,1.36,14-04-2016,37.28
20160414:0911,128.28,36.13,9.94,1.32,14-04-2016,34.59
20160414:1011,122.86,40.65,10.11,1.49,14-04-2016,30.91
20160414:1111,135.5,42.7,10.28,1.66,14-04-2016,28.08
20160414:1211,590.43,41.91,10.45,1.82,14-04-2016,26.4
20160414:1311,691.53,38.43,10.15,2.18,14-04-2016,25.05
20160414:1411,701.09,32.83,9.85,2.54,14-04-2016,23.83
20160414:1511,320.61,25.79,9.56,2.9,14-04-2016,23.44
20160414:1611,297.18,17.92,8.9,2.86,14-04-2016,23.22
20160414:1711,98.29,9.71,8.23,2.83,14-04-2016,23.62
20160414:1811,0,0,7.57,2.8,14-04-2016,24.32
20160414:1911,0,0,6.97,3.19,14-04-2016,23.67
20160414:2011,0,0,6.37,3.57,14-04-2016,23.47
20160414:2111,0,0,5.77,3.96,14-04-2016,22.98
20160414:2211,0,0,5.61,4.11,14-04-2016,22.74
20160414:2311,0,0,5.45,4.26,14-04-2016,22.23
20160415:0011,0,0,5.29,4.41,15-04-2016,21.35
20160415:0111,0,0,5.23,4.81,15-04-2016,20.8
20160415:0211,0,0,5.18,5.21,15-04-2016,20.45
20160415:0311,0,0,5.13,5.61,15-04-2016,20.14
20160415:0411,0,0,5.39,5.62,15-04-2016,20.34
20160415:0511,18.42,6.35,5.64,5.63,15-04-2016,21.08
20160415:0611,56.01,14.58,5.9,5.64,15-04-2016,22.96
20160415:0711,161.99,22.66,6.55,5.63,15-04-2016,23.45
20160415:0811,451.73,30.15,7.19,5.61,15-04-2016,24.59
20160415:0911,661.54,36.49,7.83,5.6,15-04-2016,23.97
20160415:1011,806.95,41.01,8.24,5.21,15-04-2016,23.74
20160415:1111,711.94,43.06,8.65,4.83,15-04-2016,23.24
20160415:1211,976.37,42.25,9.06,4.44,15-04-2016,23.08
20160415:1311,895.61,38.75,9.16,4.09,15-04-2016,22.93
20160415:1411,683.96,33.12,9.25,3.74,15-04-2016,22.81
20160415:1511,464.16,26.06,9.35,3.39,15-04-2016,21.73
20160415:1611,314.87,18.18,8.8,3.01,15-04-2016,21.37
20160415:1711,103.06,9.97,8.24,2.62,15-04-2016,22.51
20160415:1811,9.21,1.84,7.69,2.23,15-04-2016,22.66
20160415:1911,0,0,6.85,2.47,15-04-2016,22.65
20160415:2011,0,0,6.01,2.7,15-04-2016,22.69
20160415:2111,0,0,5.16,2.94,15-04-2016,22.69
20160415:2211,0,0,5.17,2.91,15-04-2016,22.56
20160415:2311,0,0,5.17,2.87,15-04-2016,21.92
20160416:0011,0,0,5.18,2.84,16-04-2016,21.3
20160416:0111,0,0,4.75,2.43,16-04-2016,19.7
20160416:0211,0,0,4.32,2.01,16-04-2016,19.88
20160416:0311,0,0,3.89,1.6,16-04-2016,19.4
20160416:0411,0,0,4.43,1.56,16-04-2016,19.42
20160416:0511,10.05,6.69,4.96,1.52,16-04-2016,19.54
20160416:0611,80.59,14.91,5.5,1.48,16-04-2016,19.94
20160416:0711,230.1,23,6.28,2.11,16-04-2016,20.43
20160416:0811,168.04,30.49,7.06,2.74,16-04-2016,21.14
20160416:0911,175.02,36.84,7.84,3.38,16-04-2016,21.64
20160416:1011,109.31,41.37,7.89,3.87,16-04-2016,21.36
20160416:1111,134.6,43.42,7.95,4.35,16-04-2016,21.24
20160416:1211,78.59,42.59,8,4.84,16-04-2016,20.9
20160416:1311,66.85,39.06,8.37,5.48,16-04-2016,20.56
20160416:1411,43.36,33.41,8.74,6.11,16-04-2016,20.37
20160416:1511,54.2,26.34,9.12,6.74,16-04-2016,20.15
20160416:1611,90.68,18.44,8.38,6.17,16-04-2016,20.36
20160416:1711,39.75,10.23,7.63,5.59,16-04-2016,20.59
20160416:1811,10.05,2.1,6.89,5.01,16-04-2016,20.19
20160416:1911,0,0,6.42,4.76,16-04-2016,22.05
20160416:2011,0,0,5.95,4.52,16-04-2016,21.72
20160416:2111,0,0,5.48,4.28,16-04-2016,21.59
20160416:2211,0,0,5.41,5.02,16-04-2016,21.22
20160416:2311,0,0,5.34,5.77,16-04-2016,20.33
20160417:0011,0,0,5.27,6.51,17-04-2016,19.33
20160417:0111,0,0,5.41,7.77,17-04-2016,17.74
20160417:0211,0,0,5.55,9.04,17-04-2016,15.85
20160417:0311,0,0,5.69,10.3,17-04-2016,15.13
20160417:0411,0,0,5.9,10.11,17-04-2016,15.15
20160417:0511,17.58,7.01,6.1,9.91,17-04-2016,14.57
20160417:0611,129.26,15.24,6.31,9.71,17-04-2016,14.82
20160417:0711,198.86,23.33,6.85,9.57,17-04-2016,14.57
20160417:0811,449.16,30.83,7.39,9.43,17-04-2016,16.48
20160417:0911,344.83,37.19,7.92,9.28,17-04-2016,18.69
20160417:1011,521.4,41.73,8.08,9.37,17-04-2016,18.69
20160417:1111,1008.94,43.77,8.25,9.45,17-04-2016,18.94
20160417:1211,994.07,42.93,8.41,9.53,17-04-2016,18.16
20160417:1311,870.94,39.38,8.18,9.78,17-04-2016,16.16
20160417:1411,739.95,33.7,7.95,10.03,17-04-2016,13.82
20160417:1511,545.4,26.61,7.73,10.28,17-04-2016,12.52
20160417:1611,318.54,18.7,7.13,10.38,17-04-2016,13.52
20160417:1711,106.15,10.49,6.53,10.49,17-04-2016,16.16
20160417:1811,11.72,2.37,5.93,10.59,17-04-2016,19.35
20160417:1911,0,0,5.67,10.35,17-04-2016,20.51
20160417:2011,0,0,5.4,10.11,17-04-2016,21.2
20160417:2111,0,0,5.13,9.88,17-04-2016,21.29
20160417:2211,0,0,5.27,9.82,17-04-2016,20.64
20160417:2311,0,0,5.42,9.76,17-04-2016,19.93
20160418:0011,0,0,5.56,9.7,18-04-2016,19.84
20160418:0111,0,0,5.62,9.88,18-04-2016,19.61
20160418:0211,0,0,5.68,10.06,18-04-2016,19.1
20160418:0311,0,0,5.75,10.23,18-04-2016,18.9
20160418:0411,0,0,6.2,10.12,18-04-2016,19
20160418:0511,23.44,7.34,6.66,10.01,18-04-2016,20.54
20160418:0611,104.42,15.56,7.11,9.9,18-04-2016,21.44
20160418:0711,129.5,23.66,7.6,10.44,18-04-2016,22.46
20160418:0811,202.95,31.17,8.09,10.98,18-04-2016,22.71
20160418:0911,351.87,37.54,8.58,11.52,18-04-2016,22.46
20160418:1011,159.9,42.09,8.59,11.74,18-04-2016,22.12
20160418:1111,119.24,44.12,8.61,11.97,18-04-2016,21.85
20160418:1211,112.92,43.27,8.62,12.19,18-04-2016,21.14
20160418:1311,227.68,39.69,8.42,12.1,18-04-2016,20.7
20160418:1411,261.02,33.99,8.22,12.01,18-04-2016,20.65
20160418:1511,423.18,26.88,8.02,11.92,18-04-2016,20.49
20160418:1611,320.98,18.96,7.48,11.8,18-04-2016,20.31
20160418:1711,108.89,10.74,6.95,11.69,18-04-2016,20.7
20160418:1811,13.4,2.63,6.41,11.57,18-04-2016,20.72
20160418:1911,0,0,6.24,12.02,18-04-2016,20.67
20160418:2011,0,0,6.07,12.46,18-04-2016,21.04
20160418:2111,0,0,5.89,12.91,18-04-2016,20.92
20160418:2211,0,0,5.98,13,18-04-2016,19.77
20160418:2311,0,0,6.06,13.09,18-04-2016,19.09
20160419:0011,0,0,6.15,13.19,19-04-2016,18.85
20160419:0111,0,0,6.05,13.28,19-04-2016,17.15
20160419:0211,0,0,5.96,13.38,19-04-2016,14.93
20160419:0311,0,0,5.87,13.48,19-04-2016,15.5
20160419:0411,0,0,5.97,13.38,19-04-2016,18.44
20160419:0511,39.35,7.66,6.08,13.29,19-04-2016,19.27
20160419:0611,144.46,15.88,6.18,13.2,19-04-2016,20.59
20160419:0711,416.04,23.98,6.78,13.19,19-04-2016,22.06
20160419:0811,623.42,31.5,7.38,13.17,19-04-2016,22.49
20160419:0911,823.49,37.88,7.98,13.16,19-04-2016,21.96
20160419:1011,948.24,42.44,8.27,12.78,19-04-2016,20.94
20160419:1111,991.55,44.47,8.55,12.4,19-04-2016,20.42
20160419:1211,982.95,43.61,8.84,12.01,19-04-2016,17.79
20160419:1311,887.44,40,8.8,11.83,19-04-2016,15.62
20160419:1411,753.76,34.28,8.76,11.66,19-04-2016,13.6
20160419:1511,548.57,27.14,8.72,11.48,19-04-2016,13.68
20160419:1611,326.2,19.22,8.23,11.51,19-04-2016,15.02
20160419:1711,110.39,11,7.75,11.54,19-04-2016,19.24
20160419:1811,15.07,2.89,7.27,11.57,19-04-2016,20.76
20160419:1911,0,0,6.86,11.31,19-04-2016,20.89
20160419:2011,0,0,6.44,11.05,19-04-2016,21.18
20160419:2111,0,0,6.02,10.79,19-04-2016,21.17
20160419:2211,0,0,5.84,10.24,19-04-2016,20.13
20160419:2311,0,0,5.66,9.7,19-04-2016,19.33
20160420:0011,0,0,5.48,9.16,20-04-2016,19.14
20160420:0111,0,0,5.14,9.03,20-04-2016,18.85
20160420:0211,0,0,4.81,8.91,20-04-2016,16.5
20160420:0311,0,0,4.48,8.79,20-04-2016,17.49
20160420:0411,0,0,4.83,8.53,20-04-2016,18.63
20160420:0511,36,7.98,5.17,8.27,20-04-2016,20
20160420:0611,212.12,16.2,5.52,8.01,20-04-2016,21.63
20160420:0711,438.94,24.3,6.26,7.63,20-04-2016,23.13
20160420:0811,664.21,31.83,7,7.24,20-04-2016,23.37
20160420:0911,843.53,38.22,7.74,6.86,20-04-2016,23.28
20160420:1011,957.57,42.79,7.96,6.88,20-04-2016,23.02
20160420:1111,1014.77,44.82,8.17,6.9,20-04-2016,22.43
20160420:1211,998.49,43.94,8.39,6.92,20-04-2016,21.69
20160420:1311,902.72,40.31,8.52,7.34,20-04-2016,21.56
20160420:1411,755.73,34.56,8.65,7.75,20-04-2016,21.52
20160420:1511,554.15,27.41,8.79,8.17,20-04-2016,21.57
20160420:1611,328.54,19.48,8.06,8.17,20-04-2016,21.59
20160420:1711,113.39,11.25,7.32,8.17,20-04-2016,22.16
20160420:1811,15.91,3.15,6.59,8.18,20-04-2016,22.54
20160420:1911,0,0,6.02,8.06,20-04-2016,22.93
20160420:2011,0,0,5.45,7.95,20-04-2016,23.1
20160420:2111,0,0,4.88,7.83,20-04-2016,23.22
20160420:2211,0,0,4.82,7.59,20-04-2016,22.92
20160420:2311,0,0,4.75,7.34,20-04-2016,21.69
20160421:0011,0,0,4.69,7.09,21-04-2016,21.13
20160421:0111,0,0,4.56,7.13,21-04-2016,20.5
20160421:0211,0,0,4.44,7.17,21-04-2016,19.93
20160421:0311,0,0,4.32,7.21,21-04-2016,19.58
20160421:0411,0,0,4.94,7.81,21-04-2016,19.84
20160421:0511,38.52,8.29,5.55,8.4,21-04-2016,21.11
20160421:0611,74.08,16.51,6.17,8.99,21-04-2016,21.89
20160421:0711,129.02,24.62,7.09,9.04,21-04-2016,22.95
20160421:0811,425.86,32.15,8.01,9.08,21-04-2016,23.29
20160421:0911,102.08,38.56,8.93,9.13,21-04-2016,22.84
20160421:1011,952.51,43.13,9.08,9.49,21-04-2016,22.64
20160421:1111,1009.53,45.16,9.24,9.85,21-04-2016,22.24
20160421:1211,940.11,44.26,9.39,10.21,21-04-2016,21.94
20160421:1311,255.53,40.61,9,10.68,21-04-2016,21.84
20160421:1411,128.28,34.84,8.61,11.14,21-04-2016,21.76
20160421:1511,297.67,27.67,8.23,11.61,21-04-2016,21.55
20160421:1611,209.18,19.73,7.76,11.54,21-04-2016,21.34
20160421:1711,114.24,11.51,7.29,11.48,21-04-2016,21.3
20160421:1811,17.58,3.41,6.82,11.41,21-04-2016,21.26
20160421:1911,0,0,6.37,11.32,21-04-2016,21.24
20160421:2011,0,0,5.92,11.24,21-04-2016,21.39
20160421:2111,0,0,5.47,11.16,21-04-2016,21.49
20160421:2211,0,0,5.39,10.81,21-04-2016,20.88
20160421:2311,0,0,5.3,10.47,21-04-2016,20.12
20160422:0011,0,0,5.22,10.12,22-04-2016,19.64
20160422:0111,0,0,5.13,9.5,22-04-2016,19.07
20160422:0211,0,0,5.04,8.88,22-04-2016,18.96
20160422:0311,0,0,4.95,8.26,22-04-2016,18.89
20160422:0411,0,0,5.36,7.78,22-04-2016,19.33
20160422:0511,46.05,8.6,5.76,7.31,22-04-2016,20.95
20160422:0611,191.74,16.82,6.17,6.83,22-04-2016,21.5
20160422:0711,422.28,24.93,7.06,6.75,22-04-2016,22.63
20160422:0811,642.79,32.48,7.95,6.68,22-04-2016,22.89
20160422:0911,824.94,38.89,8.84,6.61,22-04-2016,22.87
20160422:1011,967.56,43.47,8.88,6.87,22-04-2016,22.86
20160422:1111,1024.81,45.5,8.93,7.13,22-04-2016,22.73
20160422:1211,1015.35,44.59,8.97,7.39,22-04-2016,22.57
20160422:1311,918.19,40.92,8.76,7.61,22-04-2016,22.25
20160422:1411,773.96,35.12,8.54,7.83,22-04-2016,21.94
20160422:1511,565.2,27.93,8.33,8.06,22-04-2016,21.68
20160422:1611,333.45,19.98,7.65,7.9,22-04-2016,21.52
20160422:1711,116.52,11.76,6.98,7.75,22-04-2016,21.68
20160422:1811,17.58,3.67,6.3,7.6,22-04-2016,21.73
20160422:1911,0,0,5.69,7.44,22-04-2016,21.82
20160422:2011,0,0,5.08,7.29,22-04-2016,21.89
20160422:2111,0,0,4.46,7.13,22-04-2016,22.04
20160422:2211,0,0,4.27,6.8,22-04-2016,21.79
20160422:2311,0,0,4.08,6.48,22-04-2016,21.41
20160423:0011,0,0,3.89,6.15,23-04-2016,21.59
20160423:0111,0,0,3.42,5.92,23-04-2016,21.35
20160423:0211,0,0,2.95,5.69,23-04-2016,21.01
20160423:0311,0,0,2.49,5.46,23-04-2016,20.99
20160423:0411,0,0,3.08,5.33,23-04-2016,20.99
20160423:0511,31.48,8.91,3.68,5.2,23-04-2016,20.9
20160423:0611,185.74,17.12,4.27,5.06,23-04-2016,21.05
20160423:0711,448.35,25.24,5.06,4.77,23-04-2016,21.48
20160423:0811,625.93,32.79,5.84,4.47,23-04-2016,22.42
20160423:0911,838.31,39.22,6.63,4.18,23-04-2016,23.22
20160423:1011,949.73,43.81,6.67,3.94,23-04-2016,23.32
20160423:1111,1033.89,45.84,6.7,3.7,23-04-2016,23.2
20160423:1211,1022.93,44.91,6.74,3.46,23-04-2016,22.66
20160423:1311,906.16,41.21,6.35,3.91,23-04-2016,21.36
20160423:1411,690.56,35.4,5.96,4.35,23-04-2016,20.45
20160423:1511,444.36,28.19,5.58,4.8,23-04-2016,20.25
20160423:1611,232.82,20.23,4.82,4.65,23-04-2016,20.34
20160423:1711,95.74,12.01,4.06,4.5,23-04-2016,20.45
20160423:1811,15.91,3.92,3.3,4.34,23-04-2016,21.07
20160423:1911,0,0,2.64,4,23-04-2016,22.46
20160423:2011,0,0,1.97,3.65,23-04-2016,23.23
20160423:2111,0,0,1.3,3.3,23-04-2016,23.24
20160423:2211,0,0,1.13,3.05,23-04-2016,22.98
20160423:2311,0,0,0.97,2.8,23-04-2016,22.01
20160424:0011,0,0,0.8,2.55,24-04-2016,18.21
20160424:0111,0,0,0.48,2.8,24-04-2016,20.46
20160424:0211,0,0,0.17,3.05,24-04-2016,20.42
20160424:0311,0,0,-0.14,3.3,24-04-2016,20.52
20160424:0411,0,0,0.82,3.73,24-04-2016,20.62
20160424:0511,51.98,9.21,1.78,4.17,24-04-2016,20.76
20160424:0611,180.76,17.42,2.74,4.61,24-04-2016,20.51
20160424:0711,77.69,25.54,3.62,4.98,24-04-2016,21
20160424:0811,63.24,33.1,4.49,5.36,24-04-2016,21.3
20160424:0911,256.7,39.54,5.36,5.74,24-04-2016,21.54
20160424:1011,679.55,44.14,5.35,5.39,24-04-2016,21.39
20160424:1111,785.39,46.17,5.35,5.05,24-04-2016,21.28
20160424:1211,876.34,45.23,5.34,4.7,24-04-2016,21.22
20160424:1311,919.49,41.51,5.45,4.67,24-04-2016,21.04
20160424:1411,497.3,35.67,5.56,4.63,24-04-2016,20.91
20160424:1511,556.33,28.45,5.67,4.59,24-04-2016,20.77
20160424:1611,331.25,20.48,5.28,4.64,24-04-2016,20.83
20160424:1711,115.96,12.25,4.89,4.69,24-04-2016,20.98
20160424:1811,22.61,4.18,4.5,4.74,24-04-2016,21.01
20160424:1911,0,0,3.63,4.55,24-04-2016,21.96
20160424:2011,0,0,2.76,4.36,24-04-2016,23.35
20160424:2111,0,0,1.89,4.17,24-04-2016,23.53
20160424:2211,0,0,1.63,4.01,24-04-2016,23.32
20160424:2311,0,0,1.38,3.86,24-04-2016,23.03
20160425:0011,0,0,1.12,3.71,25-04-2016,22.56
20160425:0111,0,0,0.81,3.41,25-04-2016,21.46
20160425:0211,0,0,0.51,3.11,25-04-2016,20.82
20160425:0311,0,0,0.21,2.81,25-04-2016,20.64
20160425:0411,0,0,0.95,2.19,25-04-2016,20.92
20160425:0511,49.29,9.5,1.7,1.56,25-04-2016,21.1
20160425:0611,212.55,17.72,2.44,0.94,25-04-2016,25.83
20160425:0711,437.93,25.84,3.21,1.4,25-04-2016,27.54
20160425:0811,659.23,33.41,3.98,1.87,25-04-2016,30.06
20160425:0911,813.69,39.86,4.75,2.33,25-04-2016,27.89
20160425:1011,865.97,44.47,5.03,2.63,25-04-2016,27.05
20160425:1111,878.42,46.5,5.32,2.93,25-04-2016,25.82
20160425:1211,484.39,45.55,5.6,3.23,25-04-2016,25.35
20160425:1311,799.12,41.8,5.55,3.45,25-04-2016,25.44
20160425:1411,338.58,35.94,5.5,3.67,25-04-2016,24.39
20160425:1511,44.26,28.7,5.45,3.89,25-04-2016,23.75
20160425:1611,200.18,20.73,4.82,4.42,25-04-2016,23.78
20160425:1711,94.71,12.5,4.2,4.96,25-04-2016,24.44
20160425:1811,20.1,4.43,3.58,5.49,25-04-2016,24.27
20160425:1911,0,0,3.25,6.04,25-04-2016,24.46
20160425:2011,0,0,2.92,6.59,25-04-2016,24.95
20160425:2111,0,0,2.58,7.14,25-04-2016,25.53
20160425:2211,0,0,2.59,7.36,25-04-2016,24.19
20160425:2311,0,0,2.6,7.58,25-04-2016,22.97
20160426:0011,0,0,2.61,7.79,26-04-2016,21.81
20160426:0111,0,0,2.64,8.13,26-04-2016,20.9
20160426:0211,0,0,2.67,8.47,26-04-2016,20.96
20160426:0311,0,0,2.71,8.81,26-04-2016,20.62
20160426:0411,0,0,3.04,9.35,26-04-2016,21.07
20160426:0511,45.05,9.8,3.37,9.89,26-04-2016,22.73
20160426:0611,152.72,18.01,3.7,10.43,26-04-2016,24.38
20160426:0711,224.03,26.14,3.86,11.19,26-04-2016,25.98
20160426:0811,448.36,33.72,4.01,11.95,26-04-2016,28.04
20160426:0911,369.75,40.18,4.16,12.72,26-04-2016,26.8
20160426:1011,294.49,44.79,4.42,12.63,26-04-2016,25.83
20160426:1111,150.86,46.83,4.67,12.53,26-04-2016,25.1
20160426:1211,191.51,45.86,4.93,12.44,26-04-2016,25.12
20160426:1311,183.38,42.09,5.19,12.08,26-04-2016,25.03
20160426:1411,110.21,36.21,5.44,11.71,26-04-2016,24.74
20160426:1511,75.88,28.96,5.7,11.35,26-04-2016,24.46
20160426:1611,104.09,20.97,5.22,10.72,26-04-2016,24.15
20160426:1711,91.91,12.74,4.75,10.09,26-04-2016,24.48
20160426:1811,15.91,4.68,4.27,9.46,26-04-2016,24.45
20160426:1911,0,0,3.94,9,26-04-2016,24.4
20160426:2011,0,0,3.61,8.53,26-04-2016,24.48
20160426:2111,0,0,3.27,8.07,26-04-2016,24.83
20160426:2211,0,0,3.2,7.84,26-04-2016,24.37
20160426:2311,0,0,3.13,7.62,26-04-2016,23.22
20160427:0011,0,0,3.06,7.39,27-04-2016,22.27
20160427:0111,0,0,3.33,7.68,27-04-2016,21.7
20160427:0211,0,0,3.6,7.96,27-04-2016,21.67
20160427:0311,0,0,3.88,8.25,27-04-2016,21.34
20160427:0411,0,0,4.01,8.62,27-04-2016,21.64
20160427:0511,59.79,10.09,4.15,8.99,27-04-2016,23.01
20160427:0611,180.14,18.3,4.28,9.37,27-04-2016,23.71
20160427:0711,187.79,26.43,4.89,9.45,27-04-2016,25.95
20160427:0811,491.2,34.02,5.5,9.54,27-04-2016,29.3
20160427:0911,626.31,40.49,6.11,9.63,27-04-2016,27.93
20160427:1011,545.33,45.12,6.34,9.27,27-04-2016,25.65
20160427:1111,614.52,47.15,6.58,8.92,27-04-2016,24.91
20160427:1211,420.01,46.17,6.81,8.57,27-04-2016,24.21
20160427:1311,391.51,42.38,6.61,8.12,27-04-2016,24.14
20160427:1411,239.21,36.47,6.4,7.68,27-04-2016,23.56
20160427:1511,245.61,29.21,6.2,7.24,27-04-2016,23.42
20160427:1611,104.08,21.21,5.8,6.66,27-04-2016,23.53
20160427:1711,57.82,12.98,5.4,6.07,27-04-2016,24.03
20160427:1811,25.12,4.92,5,5.49,27-04-2016,24.92
20160427:1911,0,0,4.51,5.13,27-04-2016,24.54
20160427:2011,0,0,4.02,4.76,27-04-2016,24.14
20160427:2111,0,0,3.52,4.4,27-04-2016,24.75
20160427:2211,0,0,3.38,4.26,27-04-2016,24.37
20160427:2311,0,0,3.24,4.12,27-04-2016,23.55
20160428:0011,0,0,3.1,3.99,28-04-2016,22.67
20160428:0111,0,0,3.06,4.07,28-04-2016,22.47
20160428:0211,0,0,3.03,4.15,28-04-2016,22.48
20160428:0311,0,0,3,4.23,28-04-2016,22.54
20160428:0411,2.51,2.47,3.46,4.31,28-04-2016,23.16
20160428:0511,31.62,10.37,3.91,4.39,28-04-2016,24.26
20160428:0611,37.04,18.58,4.37,4.47,28-04-2016,24.51
20160428:0711,59.62,26.71,5.08,4.34,28-04-2016,29.81
20160428:0811,141.83,34.31,5.79,4.22,28-04-2016,37.08
20160428:0911,634.63,40.79,6.5,4.1,28-04-2016,34.1
20160428:1011,653.66,45.43,6.53,3.97,28-04-2016,29.93
20160428:1111,616.35,47.46,6.56,3.84,28-04-2016,28.68
20160428:1211,653.81,46.47,6.59,3.71,28-04-2016,26.16
20160428:1311,355.89,42.66,6.57,3.1,28-04-2016,24.98
20160428:1411,379.28,36.74,6.55,2.49,28-04-2016,25.76
20160428:1511,349.57,29.45,6.54,1.88,28-04-2016,24.48
20160428:1611,235.22,21.45,6.2,2.14,28-04-2016,24.33
20160428:1711,72.02,13.22,5.85,2.4,28-04-2016,24.32
20160428:1811,4.19,5.17,5.51,2.66,28-04-2016,24.12
20160428:1911,0,0,4.59,2.7,28-04-2016,24.12
20160428:2011,0,0,3.67,2.74,28-04-2016,24.27
20160428:2111,0,0,2.75,2.77,28-04-2016,24.41
20160428:2211,0,0,2.54,3,28-04-2016,24.2
20160428:2311,0,0,2.33,3.22,28-04-2016,23.72
20160429:0011,0,0,2.12,3.45,29-04-2016,22.32
20160429:0111,0,0,2.3,3.94,29-04-2016,21.7
20160429:0211,0,0,2.48,4.42,29-04-2016,21.46
20160429:0311,0,0,2.66,4.91,29-04-2016,21.5
20160429:0411,5.02,2.75,3.28,5.4,29-04-2016,21.63
20160429:0511,44.26,10.65,3.91,5.89,29-04-2016,22.3
20160429:0611,194.43,18.86,4.53,6.37,29-04-2016,22.88
20160429:0711,451.3,26.99,5.28,7.58,29-04-2016,25.79
20160429:0811,434.31,34.6,6.03,8.79,29-04-2016,27.94
20160429:0911,386.1,41.1,6.78,10,29-04-2016,22.39
20160429:1011,147.25,45.74,6.53,10.35,29-04-2016,21.89
20160429:1111,160.8,47.78,6.27,10.7,29-04-2016,20.05
20160429:1211,150.86,46.77,6.02,11.05,29-04-2016,19.09
20160429:1311,190.61,42.94,6.17,10.17,29-04-2016,20.14
20160429:1411,201.28,37,6.32,9.28,29-04-2016,20.86
20160429:1511,77.69,29.7,6.48,8.4,29-04-2016,21.94
20160429:1611,304.66,21.69,6.3,7.75,29-04-2016,22.08
20160429:1711,106.62,13.46,6.13,7.09,29-04-2016,22.34
20160429:1811,24.28,5.41,5.96,6.44,29-04-2016,22.55
